id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,days_since_last_review,is_available_all_year
20147,Manhattan,Theater District,40.75936,-73.98752,Entire home/apt,290,5,1,2017-06-20,0.04,1,0,0.04,3086.0,0
20148,Manhattan,Lower East Side,40.72176,-73.99218,Entire home/apt,199,2,18,2019-07-06,2.92,1,16,52.56,2340.0,0
20149,Brooklyn,Williamsburg,40.71967,-73.9643,Entire home/apt,149,9,13,2019-07-01,0.86,1,29,11.18,2345.0,0
20150,Brooklyn,Bay Ridge,40.63431,-74.02552,Entire home/apt,100,3,25,2019-06-11,0.96,1,353,24.0,2365.0,0
20151,Brooklyn,Williamsburg,40.71874,-73.94055,Entire home/apt,123,3,21,2017-11-22,0.61,1,0,12.81,2931.0,0
20152,Brooklyn,Bedford-Stuyvesant,40.68886,-73.92879,Entire home/apt,345,4,0,,,3,354,,,0
20153,Brooklyn,Bushwick,40.70076,-73.92371,Private room,50,1,0,,,1,0,,,0
20154,Brooklyn,Prospect-Lefferts Gardens,40.66226,-73.94855,Private room,70,2,4,2019-04-19,0.46,1,321,1.84,2418.0,0
20155,Manhattan,East Harlem,40.79913,-73.94226,Private room,90,2,0,,,1,171,,,0
20156,Brooklyn,Greenpoint,40.72766,-73.94393,Entire home/apt,179,3,36,2019-06-14,0.84,13,53,30.24,2362.0,0
20157,Brooklyn,Prospect-Lefferts Gardens,40.66108,-73.95567,Entire home/apt,650,5,3,2019-07-02,0.08,2,23,0.24,2344.0,0
20158,Queens,Astoria,40.76799,-73.91559,Entire home/apt,150,2,0,,,1,359,,,0
20159,Brooklyn,Fort Greene,40.69693,-73.97396,Private room,48,30,0,,,25,66,,,0
20160,Queens,Ridgewood,40.70499,-73.91304,Entire home/apt,95,3,0,,,1,0,,,0
20161,Brooklyn,Flatbush,40.64767,-73.96236,Private room,75,1,7,2019-07-02,0.85,1,133,5.95,2344.0,0
20162,Manhattan,Hell's Kitchen,40.75925,-73.99427,Private room,150,4,37,2018-01-02,0.92,1,0,34.04,2890.0,0
20163,Brooklyn,Sheepshead Bay,40.58567,-73.94501,Private room,50,1,6,2019-07-04,6.0,3,83,36.0,2342.0,0
20164,Manhattan,Chelsea,40.74197,-73.99703,Entire home/apt,120,5,13,2019-06-30,5.0,2,14,65.0,2346.0,0
20165,Brooklyn,East Flatbush,40.641,-73.93467,Entire home/apt,98,1,0,,,2,88,,,0
20166,Brooklyn,Williamsburg,40.70995,-73.96609,Entire home/apt,102,10,8,2019-01-09,0.2,1,277,1.6,2518.0,0
20167,Manhattan,Midtown,40.74556,-73.98542,Entire home/apt,219,30,0,,,87,343,,,0
20168,Brooklyn,Williamsburg,40.70552,-73.93344,Private room,80,3,0,,,1,0,,,0
20169,Brooklyn,Sheepshead Bay,40.60263,-73.94355,Private room,200,1,0,,,1,363,,,0
20170,Manhattan,Chelsea,40.74138,-74.00197,Private room,150,3,167,2019-05-28,1.65,1,295,275.55,2379.0,0
20171,Brooklyn,Williamsburg,40.7056,-73.94202,Entire home/apt,198,1,294,2019-07-04,3.59,1,233,1055.46,2342.0,0
20172,Manhattan,Hell's Kitchen,40.76645,-73.98539,Entire home/apt,150,4,15,2019-06-29,0.41,1,5,6.1499999999999995,2347.0,0
20173,Manhattan,East Village,40.7241,-73.98959,Entire home/apt,133,7,9,2018-11-05,0.35,1,0,3.15,2583.0,0
20174,Brooklyn,East Flatbush,40.63759,-73.9459,Entire home/apt,115,3,51,2019-04-27,0.58,4,327,29.58,2410.0,0
20175,Brooklyn,Downtown Brooklyn,40.6925,-73.98613,Private room,153,3,28,2019-06-09,1.0,2,11,28.0,2367.0,0
20176,Brooklyn,Flatbush,40.64169,-73.95398,Entire home/apt,40,2,2,2019-07-01,2.0,1,57,4.0,2345.0,0
20177,Manhattan,Midtown,40.7659,-73.98211,Entire home/apt,325,1,0,,,1,0,,,0
20178,Bronx,Kingsbridge,40.8679,-73.90023,Private room,42,2,108,2019-06-19,1.36,2,302,146.88000000000002,2357.0,0
20179,Brooklyn,Bushwick,40.70318,-73.92636,Entire home/apt,120,3,0,,,1,177,,,0
20180,Brooklyn,Bedford-Stuyvesant,40.68501,-73.91884,Entire home/apt,75,2,0,,,1,7,,,0
20181,Brooklyn,Bedford-Stuyvesant,40.67922,-73.90953,Private room,41,1,6,2019-06-24,1.86,2,79,11.16,2352.0,0
20182,Queens,Ridgewood,40.70684,-73.89474,Entire home/apt,80,7,2,2019-01-03,0.11,1,190,0.22,2524.0,0
20183,Queens,Astoria,40.7648,-73.92081,Private room,50,1,6,2018-10-30,0.23,1,0,1.3800000000000001,2589.0,0
20184,Manhattan,Harlem,40.80902,-73.9419,Private room,150,3,0,,,1,365,,,1
20185,Brooklyn,Williamsburg,40.70851,-73.94197,Entire home/apt,125,4,0,,,1,0,,,0
20186,Manhattan,Washington Heights,40.84221,-73.93705,Entire home/apt,90,4,4,2019-06-30,1.88,1,51,7.52,2346.0,0
20187,Brooklyn,East Flatbush,40.66039,-73.93034,Private room,90,1,2,2019-05-19,0.97,1,0,1.94,2388.0,0
20188,Brooklyn,Crown Heights,40.66433,-73.93383,Private room,40,30,0,,,4,354,,,0
20189,Brooklyn,Williamsburg,40.7069,-73.96833,Private room,60,2,1,2016-08-08,0.03,1,0,0.03,3402.0,0
20190,Queens,Ridgewood,40.70791,-73.8959,Entire home/apt,99,2,9,2019-06-23,5.4,1,164,48.6,2353.0,0
20191,Brooklyn,Clinton Hill,40.69459,-73.96408,Private room,43,1,0,,,1,0,,,0
20192,Manhattan,Washington Heights,40.8449,-73.94034,Private room,85,3,10,2019-01-01,0.3,1,362,3.0,2526.0,0
20193,Brooklyn,Bedford-Stuyvesant,40.682,-73.95681,Entire home/apt,140,2,4,2019-06-14,1.58,3,4,6.32,2362.0,0
20194,Brooklyn,Williamsburg,40.70209,-73.94223,Private room,60,3,0,,,1,0,,,0
20195,Manhattan,East Harlem,40.80759,-73.94103,Entire home/apt,99,5,13,2019-06-17,2.48,3,8,32.24,2359.0,0
20196,Manhattan,East Village,40.72363,-73.98234,Private room,80,1,1,2015-11-29,0.02,2,0,0.02,3655.0,0
20197,Manhattan,Morningside Heights,40.81039,-73.95948,Private room,70,1,67,2019-04-07,5.19,2,0,347.73,2430.0,0
20198,Manhattan,Midtown,40.75594,-73.98259,Private room,155,4,35,2019-06-23,1.45,3,157,50.75,2353.0,0
20199,Queens,Ditmars Steinway,40.77188,-73.91555,Private room,175,1,5,2017-09-03,0.11,1,87,0.55,3011.0,0
20200,Queens,Astoria,40.76067,-73.9198,Entire home/apt,225,2,2,2019-06-30,2.0,1,277,4.0,2346.0,0
20201,Manhattan,Upper East Side,40.76854,-73.95532,Private room,199,1,49,2019-06-17,1.11,1,230,54.39000000000001,2359.0,0
20202,Brooklyn,Crown Heights,40.66555,-73.95497,Entire home/apt,100,1,4,2019-06-28,2.26,2,365,9.04,2348.0,1
20203,Brooklyn,Fort Greene,40.68659,-73.97557,Private room,70,2,9,2019-06-02,0.63,2,3,5.67,2374.0,0
20204,Brooklyn,Bedford-Stuyvesant,40.69239,-73.94884,Entire home/apt,120,28,0,,,2,264,,,0
20205,Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489,Entire home/apt,800,4,122,2019-07-02,1.37,1,257,167.14000000000001,2344.0,0
20206,Brooklyn,Bedford-Stuyvesant,40.69245,-73.95542,Shared room,36,1,9,2019-05-05,0.82,34,365,7.38,2402.0,1
20207,Brooklyn,Williamsburg,40.71358,-73.95634,Private room,94,4,2,2018-08-18,0.1,3,0,0.2,2662.0,0
20208,Brooklyn,Greenpoint,40.73604,-73.95415,Entire home/apt,250,2,4,2017-08-27,0.16,1,322,0.64,3018.0,0
20209,Manhattan,East Village,40.72734,-73.98319,Private room,150,1,16,2019-04-01,1.75,3,0,28.0,2436.0,0
20210,Brooklyn,Gowanus,40.68361,-73.98671,Entire home/apt,185,30,10,2019-05-11,0.53,4,323,5.300000000000001,2396.0,0
20211,Brooklyn,Williamsburg,40.70922,-73.94255,Private room,55,2,2,2019-01-07,0.32,1,0,0.64,2520.0,0
20212,Queens,Long Island City,40.75559,-73.9208,Private room,95,2,62,2019-07-01,1.96,1,118,121.52,2345.0,0
20213,Manhattan,Chelsea,40.74552,-74.0006,Entire home/apt,230,6,6,2015-06-12,0.09,1,0,0.54,3825.0,0
20214,Manhattan,Financial District,40.70831,-74.00619,Entire home/apt,182,29,2,2019-01-01,0.21,96,259,0.42,2526.0,0
20215,Manhattan,Harlem,40.79965,-73.95446,Entire home/apt,150,2,13,2019-06-16,0.28,1,362,3.6400000000000006,2360.0,0
20216,Brooklyn,Bedford-Stuyvesant,40.68409,-73.95402,Entire home/apt,85,3,122,2019-06-15,1.93,1,41,235.45999999999998,2361.0,0
20217,Manhattan,Lower East Side,40.70988,-73.98686,Private room,73,15,0,,,28,185,,,0
20218,Queens,Jackson Heights,40.75228,-73.88699,Private room,42,1,3,2018-07-22,0.25,1,0,0.75,2689.0,0
20219,Brooklyn,Williamsburg,40.70823,-73.96081,Private room,60,2,0,,,1,0,,,0
20220,Brooklyn,Greenpoint,40.72942,-73.95122,Entire home/apt,120,4,9,2019-05-26,0.4,1,10,3.6,2381.0,0
20221,Manhattan,Financial District,40.70457,-74.00733,Shared room,90,1,8,2015-05-21,0.14,2,0,1.12,3847.0,0
20222,Manhattan,Hell's Kitchen,40.75641,-73.9971,Private room,209,1,25,2019-05-28,3.49,8,84,87.25,2379.0,0
20223,Brooklyn,Flatbush,40.63146,-73.96486,Entire home/apt,85,3,12,2018-09-21,0.21,1,97,2.52,2628.0,0
20224,Brooklyn,Flatbush,40.64293,-73.96863,Private room,50,2,51,2019-06-27,3.29,6,176,167.79,2349.0,0
20225,Brooklyn,Bushwick,40.69078,-73.90504,Shared room,32,30,0,,,8,365,,,1
20226,Manhattan,West Village,40.73418,-74.0046,Entire home/apt,194,3,117,2018-01-11,2.58,1,0,301.86,2881.0,0
20227,Brooklyn,Bedford-Stuyvesant,40.68023,-73.93586,Private room,80,2,77,2019-06-08,1.91,3,12,147.07,2368.0,0
20228,Manhattan,Upper East Side,40.77705,-73.96038,Private room,90,1,4,2019-04-28,0.88,1,0,3.52,2409.0,0
20229,Queens,Laurelton,40.66971,-73.7473,Private room,37,2,8,2018-11-10,0.37,5,0,2.96,2578.0,0
20230,Brooklyn,Bedford-Stuyvesant,40.69158,-73.93776,Entire home/apt,100,3,75,2019-06-15,2.59,1,36,194.25,2361.0,0
20231,Queens,Ditmars Steinway,40.77949,-73.91015,Private room,78,2,69,2019-07-01,2.65,1,166,182.85,2345.0,0
20232,Brooklyn,Clinton Hill,40.68625,-73.96446,Private room,180,3,15,2019-04-22,0.18,6,266,2.6999999999999997,2415.0,0
20233,Brooklyn,Flatbush,40.64747,-73.96171,Private room,75,3,65,2019-05-17,1.95,2,335,126.75,2390.0,0
20234,Brooklyn,Greenpoint,40.73081,-73.95551,Entire home/apt,195,2,34,2017-06-09,0.97,1,0,32.98,3097.0,0
20235,Queens,Ozone Park,40.68287,-73.85981,Private room,65,2,41,2019-06-03,1.2,1,353,49.199999999999996,2373.0,0
20236,Manhattan,Hell's Kitchen,40.76486,-73.99316,Entire home/apt,367,2,1,2019-06-21,1.0,1,229,1.0,2355.0,0
20237,Manhattan,East Village,40.72617,-73.98869,Entire home/apt,225,3,0,,,1,0,,,0
20238,Brooklyn,Prospect Heights,40.68066,-73.97299,Private room,340,3,0,,,1,83,,,0
20239,Brooklyn,Flatbush,40.65104,-73.96275,Private room,42,5,1,2018-04-29,0.07,1,0,0.07,2773.0,0
20240,Queens,Far Rockaway,40.59349,-73.76377,Private room,60,1,1,2018-12-30,0.16,1,90,0.16,2528.0,0
20241,Queens,East Elmhurst,40.76248,-73.86986,Private room,110,1,52,2019-03-30,4.92,1,365,255.84,2438.0,1
20242,Brooklyn,Fort Hamilton,40.616,-74.02973,Entire home/apt,80,3,6,2016-09-23,0.17,1,0,1.02,3356.0,0
20243,Manhattan,Financial District,40.70523,-74.01345,Private room,101,7,51,2019-06-02,0.55,1,307,28.05,2374.0,0
20244,Brooklyn,Bedford-Stuyvesant,40.69417,-73.94734,Entire home/apt,110,7,8,2019-06-23,2.16,2,243,17.28,2353.0,0
20245,Brooklyn,Bushwick,40.69545,-73.92336,Entire home/apt,85,5,2,2015-06-20,0.04,1,0,0.08,3817.0,0
20246,Queens,East Elmhurst,40.7572,-73.89569,Entire home/apt,100,3,87,2019-06-13,2.52,1,322,219.24,2363.0,0
20247,Manhattan,Midtown,40.74433,-73.98555,Private room,250,1,0,,,10,10,,,0
20248,Manhattan,Kips Bay,40.74205,-73.97997,Entire home/apt,250,30,13,2018-04-30,0.25,1,274,3.25,2772.0,0
20249,Manhattan,Greenwich Village,40.73317,-73.99813,Entire home/apt,295,365,15,2018-04-24,0.49,1,0,7.35,2778.0,0
20250,Brooklyn,Bushwick,40.70068,-73.91621,Private room,40,7,2,2018-05-22,0.04,1,0,0.08,2750.0,0
20251,Brooklyn,Bedford-Stuyvesant,40.68978,-73.95131,Private room,65,30,21,2019-06-05,2.05,3,365,43.05,2371.0,1
20252,Brooklyn,Sunset Park,40.64682,-74.01515,Private room,80,2,1,2019-01-02,0.16,2,65,0.16,2525.0,0
20253,Manhattan,Upper East Side,40.76684,-73.96203,Entire home/apt,126,1,31,2019-01-03,1.12,1,0,34.720000000000006,2524.0,0
20254,Manhattan,East Harlem,40.80249,-73.93463,Private room,54,1,46,2019-06-30,0.91,2,14,41.86,2346.0,0
20255,Brooklyn,South Slope,40.66837,-73.98649,Entire home/apt,200,2,83,2019-06-16,3.51,3,201,291.33,2360.0,0
20256,Manhattan,Harlem,40.81561,-73.95393,Private room,65,4,59,2019-06-15,2.71,1,44,159.89,2361.0,0
20257,Manhattan,Chelsea,40.74621,-73.99119,Entire home/apt,250,2,1,2015-10-26,0.02,1,0,0.02,3689.0,0
20258,Brooklyn,Windsor Terrace,40.65024,-73.9737,Entire home/apt,105,2,1,2016-09-22,0.03,1,0,0.03,3357.0,0
20259,Brooklyn,Bushwick,40.68796,-73.91906,Private room,42,5,70,2019-04-29,0.88,3,236,61.6,2408.0,0
20260,Queens,Astoria,40.75619,-73.91881,Private room,66,1,0,,,1,0,,,0
20261,Bronx,Kingsbridge,40.87666,-73.90034,Entire home/apt,149,3,37,2019-06-16,1.9,1,146,70.3,2360.0,0
20262,Brooklyn,Gowanus,40.66892,-73.99136,Entire home/apt,165,3,178,2019-06-23,3.7,1,134,658.6,2353.0,0
20263,Brooklyn,Bedford-Stuyvesant,40.68375,-73.91503,Private room,150,1,0,,,2,177,,,0
20264,Brooklyn,Bushwick,40.69322,-73.91268,Private room,43,1,12,2019-04-22,0.76,2,47,9.120000000000001,2415.0,0
20265,Queens,Flushing,40.77244,-73.80061,Private room,40,30,1,2018-10-20,0.11,3,342,0.11,2599.0,0
20266,Manhattan,Chinatown,40.71489,-73.99438,Entire home/apt,129,7,11,2018-10-30,0.35,1,188,3.8499999999999996,2589.0,0
20267,Manhattan,Upper West Side,40.7773,-73.97736,Entire home/apt,350,2,9,2019-06-23,1.32,1,286,11.88,2353.0,0
20268,Manhattan,Murray Hill,40.74922,-73.97744,Entire home/apt,120,30,1,2018-08-12,0.09,1,47,0.09,2668.0,0
20269,Manhattan,Harlem,40.83026,-73.94455,Private room,60,2,1,2019-06-23,1.0,3,71,1.0,2353.0,0
20270,Brooklyn,South Slope,40.66411,-73.98267,Private room,65,7,2,2017-10-23,0.09,1,173,0.18,2961.0,0
20271,Manhattan,East Harlem,40.79831,-73.94201,Entire home/apt,95,3,4,2019-07-01,4.0,1,88,16.0,2345.0,0
20272,Manhattan,Harlem,40.81333,-73.94194,Entire home/apt,165,3,142,2019-06-14,2.27,2,301,322.34,2362.0,0
20273,Manhattan,Upper East Side,40.77167,-73.95529,Private room,120,1,2,2019-06-30,2.0,1,311,4.0,2346.0,0
20274,Brooklyn,Bedford-Stuyvesant,40.68829,-73.93184,Shared room,30,1,99,2019-06-30,6.31,1,67,624.6899999999999,2346.0,0
20275,Manhattan,NoHo,40.72626,-73.99316,Entire home/apt,250,3,9,2019-07-02,2.7,1,112,24.3,2344.0,0
20276,Manhattan,Theater District,40.76063,-73.98577,Entire home/apt,230,30,0,,,121,363,,,0
20277,Queens,Astoria,40.77084,-73.92601,Private room,65,21,0,,,1,0,,,0
20278,Queens,Corona,40.74056,-73.86446,Shared room,25,2,15,2019-06-27,1.77,6,330,26.55,2349.0,0
20279,Brooklyn,Bedford-Stuyvesant,40.69058,-73.93236,Private room,57,1,13,2019-05-26,2.22,3,16,28.860000000000003,2381.0,0
20280,Brooklyn,Crown Heights,40.67683,-73.95836,Private room,85,1,16,2018-12-17,0.77,1,0,12.32,2541.0,0
20281,Brooklyn,Williamsburg,40.71865,-73.94951,Private room,125,30,13,2019-05-27,0.86,6,255,11.18,2380.0,0
20282,Manhattan,Harlem,40.8224,-73.94241,Private room,70,2,14,2019-05-15,1.4,4,238,19.599999999999998,2392.0,0
20283,Brooklyn,Park Slope,40.67771,-73.98152,Private room,85,2,1,2015-09-12,0.02,1,0,0.02,3733.0,0
20284,Manhattan,Washington Heights,40.84769,-73.93512,Private room,75,2,24,2019-06-30,0.44,1,321,10.56,2346.0,0
20285,Manhattan,Greenwich Village,40.72924,-74.00148,Private room,99,2,21,2017-11-02,0.36,1,268,7.56,2951.0,0
20286,Queens,Ridgewood,40.70005,-73.8952,Entire home/apt,70,1,5,2017-08-07,0.21,1,0,1.05,3038.0,0
20287,Brooklyn,Bedford-Stuyvesant,40.69219,-73.95851,Entire home/apt,150,3,11,2019-06-09,0.8,1,2,8.8,2367.0,0
20288,Brooklyn,Prospect Heights,40.67834,-73.96598,Entire home/apt,175,2,8,2019-06-23,5.45,1,3,43.6,2353.0,0
20289,Manhattan,Chelsea,40.7411,-73.99978,Entire home/apt,325,1,2,2016-01-03,0.05,1,0,0.1,3620.0,0
20290,Brooklyn,Crown Heights,40.67391,-73.94039,Entire home/apt,180,2,221,2019-06-23,2.6,1,264,574.6,2353.0,0
20291,Queens,Long Island City,40.7579,-73.93052,Entire home/apt,115,2,5,2017-10-09,0.15,1,66,0.75,2975.0,0
20292,Manhattan,Morningside Heights,40.81651,-73.95924,Private room,50,5,1,2017-05-23,0.04,2,0,0.04,3114.0,0
20293,Manhattan,Midtown,40.74749,-73.9869,Entire home/apt,182,3,16,2019-07-01,2.31,1,301,36.96,2345.0,0
20294,Brooklyn,Crown Heights,40.66566,-73.93698,Private room,35,2,7,2019-03-26,1.4,1,0,9.799999999999999,2442.0,0
20295,Manhattan,Lower East Side,40.71826,-73.99199,Entire home/apt,159,3,170,2019-06-24,3.64,1,37,618.8000000000001,2352.0,0
20296,Queens,Sunnyside,40.74739,-73.92058,Private room,85,1,115,2019-06-23,4.94,5,76,568.1,2353.0,0
20297,Brooklyn,Flatbush,40.64438,-73.95484,Entire home/apt,92,7,15,2019-01-02,0.49,2,281,7.35,2525.0,0
20298,Queens,Astoria,40.77607,-73.92876,Private room,70,2,0,,,2,310,,,0
20299,Queens,Flushing,40.72899,-73.79578,Entire home/apt,119,1,0,,,1,179,,,0
20300,Manhattan,Financial District,40.70782,-74.01525,Entire home/apt,189,30,1,2019-06-22,1.0,121,364,1.0,2354.0,0
20301,Brooklyn,Bushwick,40.68764,-73.91445,Private room,65,1,57,2019-06-24,4.76,1,48,271.32,2352.0,0
20302,Manhattan,Upper West Side,40.77937,-73.97805,Entire home/apt,120,1,1,2015-03-22,0.02,1,0,0.02,3907.0,0
20303,Brooklyn,Williamsburg,40.71165,-73.96716,Private room,73,10,19,2019-04-23,0.3,1,13,5.7,2414.0,0
20304,Brooklyn,Crown Heights,40.67046,-73.94156,Entire home/apt,105,2,4,2016-12-05,0.12,1,0,0.48,3283.0,0
20305,Manhattan,Upper East Side,40.76989,-73.94961,Private room,53,12,1,2017-08-16,0.04,1,0,0.04,3029.0,0
20306,Manhattan,Upper East Side,40.76389,-73.96808,Entire home/apt,135,30,0,,,6,178,,,0
20307,Brooklyn,Sunset Park,40.64658,-74.00986,Private room,38,10,0,,,1,67,,,0
20308,Manhattan,Washington Heights,40.83414,-73.9438,Private room,70,3,10,2019-07-05,3.0,1,39,30.0,2341.0,0
20309,Brooklyn,Bushwick,40.70268,-73.93185,Private room,40,1,24,2019-06-21,3.46,1,20,83.03999999999999,2355.0,0
20310,Manhattan,Little Italy,40.71919,-73.99654,Entire home/apt,120,60,1,2019-04-24,0.39,1,37,0.39,2413.0,0
20311,Brooklyn,Bushwick,40.69838,-73.93527,Private room,50,21,0,,,1,0,,,0
20312,Manhattan,East Village,40.72441,-73.98683,Entire home/apt,90,5,5,2019-03-21,0.14,1,0,0.7000000000000001,2447.0,0
20313,Queens,Woodside,40.75249,-73.90041,Private room,45,1,53,2019-06-02,5.39,1,45,285.66999999999996,2374.0,0
20314,Brooklyn,Bedford-Stuyvesant,40.69455,-73.95144,Entire home/apt,67,2,12,2019-01-05,0.59,1,332,7.08,2522.0,0
20315,Brooklyn,Prospect-Lefferts Gardens,40.66249,-73.95311,Entire home/apt,85,7,6,2019-01-30,0.62,4,0,3.7199999999999998,2497.0,0
20316,Brooklyn,Bedford-Stuyvesant,40.6958,-73.94515,Private room,55,1,0,,,1,0,,,0
20317,Brooklyn,Bushwick,40.69814,-73.92996,Entire home/apt,99,30,13,2018-09-14,0.25,2,280,3.25,2635.0,0
20318,Brooklyn,East Flatbush,40.65229,-73.94539,Private room,150,2,1,2018-09-03,0.1,1,83,0.1,2646.0,0
20319,Brooklyn,Williamsburg,40.71759,-73.96641,Entire home/apt,150,4,8,2019-04-29,0.35,1,0,2.8,2408.0,0
20320,Brooklyn,Bushwick,40.69269,-73.92178,Entire home/apt,201,1,24,2019-07-04,7.58,1,296,181.92000000000002,2342.0,0
20321,Queens,Jackson Heights,40.75363,-73.88151,Entire home/apt,93,2,70,2019-06-26,4.24,1,89,296.8,2350.0,0
20322,Manhattan,Gramercy,40.73709,-73.98027,Entire home/apt,250,2,38,2019-06-26,2.65,1,322,100.7,2350.0,0
20323,Manhattan,Gramercy,40.73804,-73.98503,Entire home/apt,500,28,5,2018-04-08,0.27,1,173,1.35,2794.0,0
20324,Manhattan,Financial District,40.7076,-74.0074,Entire home/apt,309,1,1,2019-05-19,0.59,8,314,0.59,2388.0,0
20325,Manhattan,Washington Heights,40.84369,-73.93891,Entire home/apt,150,7,0,,,1,0,,,0
20326,Manhattan,Upper West Side,40.78958,-73.9794,Entire home/apt,165,1,2,2019-06-30,1.33,1,346,2.66,2346.0,0
20327,Brooklyn,Flatbush,40.63435,-73.95027,Entire home/apt,95,2,41,2019-05-27,2.13,2,0,87.33,2380.0,0
20328,Queens,Ditmars Steinway,40.76982,-73.90254,Entire home/apt,150,2,18,2019-05-19,0.86,2,364,15.48,2388.0,0
20329,Brooklyn,Greenpoint,40.72051,-73.95464,Entire home/apt,103,3,3,2019-05-19,0.46,1,11,1.3800000000000001,2388.0,0
20330,Brooklyn,Bedford-Stuyvesant,40.67981,-73.90606,Private room,29,3,5,2019-07-05,1.74,1,18,8.7,2341.0,0
20331,Brooklyn,Williamsburg,40.71189,-73.93881,Private room,110,3,3,2017-07-30,0.12,3,179,0.36,3046.0,0
20332,Brooklyn,Kensington,40.64293,-73.98043,Private room,56,1,58,2019-01-01,2.48,11,16,143.84,2526.0,0
20333,Manhattan,Upper West Side,40.78965,-73.9687,Entire home/apt,110,30,7,2019-04-30,0.14,1,67,0.9800000000000001,2407.0,0
20334,Brooklyn,Bay Ridge,40.6347,-74.02268,Private room,54,1,8,2019-06-30,4.21,2,339,33.68,2346.0,0
20335,Manhattan,Upper West Side,40.79872,-73.96069,Private room,67,1,22,2019-06-12,5.64,3,38,124.08,2364.0,0
20336,Brooklyn,Clinton Hill,40.68628,-73.96707,Private room,55,5,2,2018-12-29,0.11,1,0,0.22,2529.0,0
20337,Brooklyn,Bushwick,40.69482,-73.92493,Entire home/apt,140,30,0,,,2,330,,,0
20338,Brooklyn,Crown Heights,40.67471,-73.9616,Entire home/apt,85,3,2,2019-04-15,0.32,1,19,0.64,2422.0,0
20339,Brooklyn,South Slope,40.66716,-73.98335,Entire home/apt,100,1,9,2019-03-02,1.74,1,0,15.66,2466.0,0
20340,Queens,Flushing,40.74218,-73.82833,Private room,36,2,98,2019-06-23,3.8,1,31,372.4,2353.0,0
20341,Brooklyn,Bedford-Stuyvesant,40.6809,-73.94271,Entire home/apt,650,31,0,,,2,358,,,0
20342,Brooklyn,Greenpoint,40.72944,-73.95395,Entire home/apt,167,2,0,,,1,0,,,0
20343,Brooklyn,Bushwick,40.70048,-73.9295,Private room,54,7,8,2019-05-25,0.75,1,0,6.0,2382.0,0
20344,Manhattan,West Village,40.73773,-74.00181,Entire home/apt,249,3,2,2017-06-25,0.08,1,0,0.16,3081.0,0
20345,Brooklyn,Williamsburg,40.71335,-73.9655,Private room,70,3,16,2018-08-27,0.49,1,0,7.84,2653.0,0
20346,Manhattan,Upper West Side,40.77829,-73.97794,Private room,95,6,11,2019-06-30,0.76,1,219,8.36,2346.0,0
20347,Manhattan,Hell's Kitchen,40.76617,-73.9883,Private room,170,1,3,2017-11-26,0.15,1,0,0.44999999999999996,2927.0,0
20348,Manhattan,Upper East Side,40.76514,-73.96176,Private room,38,30,1,2019-06-01,0.79,6,43,0.79,2375.0,0
20349,Manhattan,Upper West Side,40.77901,-73.97596,Entire home/apt,220,1,4,2016-01-03,0.08,1,0,0.32,3620.0,0
20350,Queens,Bay Terrace,40.78598,-73.77915,Private room,99,3,4,2018-05-04,0.08,2,7,0.32,2768.0,0
20351,Brooklyn,Brighton Beach,40.58012,-73.95896,Private room,35,1,77,2019-06-18,4.67,5,187,359.59,2358.0,0
20352,Manhattan,Theater District,40.76324,-73.98459,Entire home/apt,250,10,1,2016-08-04,0.03,1,0,0.03,3406.0,0
20353,Manhattan,SoHo,40.72615,-74.00225,Entire home/apt,100,4,1,2016-03-08,0.02,1,0,0.02,3555.0,0
20354,Brooklyn,Crown Heights,40.67565,-73.91582,Shared room,75,1,2,2019-04-06,0.19,1,318,0.38,2431.0,0
20355,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,,,1,0,,,0
20356,Manhattan,East Village,40.72498,-73.97604,Private room,95,1,6,2019-06-17,1.49,1,160,8.94,2359.0,0
20357,Brooklyn,Carroll Gardens,40.68128,-73.99522,Entire home/apt,275,31,121,2019-07-01,1.33,1,305,160.93,2345.0,0
20358,Manhattan,East Village,40.7292,-73.98542,Entire home/apt,180,14,29,2019-04-19,0.24,1,67,6.96,2418.0,0
20359,Brooklyn,Bedford-Stuyvesant,40.68821,-73.93758,Private room,69,5,54,2019-07-02,1.55,1,320,83.7,2344.0,0
20360,Queens,Rockaway Beach,40.58891,-73.80181,Private room,50,1,1,2019-05-26,0.67,1,179,0.67,2381.0,0
20361,Brooklyn,Borough Park,40.6371,-73.99834,Private room,70,2,0,,,1,365,,,1
20362,Brooklyn,Crown Heights,40.67538,-73.96257,Entire home/apt,70,5,1,2017-07-06,0.04,1,0,0.04,3070.0,0
20363,Manhattan,Harlem,40.80814,-73.94238,Entire home/apt,249,6,40,2019-05-30,2.35,1,293,94.0,2377.0,0
20364,Manhattan,Washington Heights,40.85104,-73.93617,Entire home/apt,110,7,0,,,1,0,,,0
20365,Manhattan,Chelsea,40.74855,-74.00074,Shared room,65,1,19,2019-06-30,4.45,1,208,84.55,2346.0,0
20366,Brooklyn,Flatbush,40.63976,-73.96419,Private room,40,7,16,2018-08-11,0.39,4,130,6.24,2669.0,0
